topic,authors,title,publicationName,doi,volume,issue,pageRange,coverDate,affiliation,citedbyCount,affilname,affiliation-country,year,month
SOCI,Sharma U.,A comprehensive overview of fake news detection on social networks,Social Network Analysis and Mining,10.1007/s13278-024-01280-3,14,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Punjabi University', 'affiliation-city': 'Patiala', 'affiliation-country': 'India'}]",-0.1234553128007165,Punjabi University,India,2024,12
SOCI,Khan J.R.,Social deprivation and spatial clustering of childhood asthma in Australia,Global Health Research and Policy,10.1186/s41256-024-00361-2,9,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'UNSW Sydney', 'affiliation-city': 'Sydney', 'affiliation-country': 'Australia'}]",-0.1234553128007165,UNSW Sydney,Australia,2024,12
SOCI,Szafraniec J.E.,"A dataset of high-resolution digital elevation models of the Skeiðarársandur kettle holes, Southern Iceland",Scientific Data,10.1038/s41597-024-03515-6,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Uniwersytet Śląski w Katowicach', 'affiliation-city': 'Katowice', 'affiliation-country': 'Poland'}]",-0.1234553128007165,Uniwersytet Śląski w Katowicach,Poland,2024,12
SOCI,Blanchet K.,"Correction to: Rebuilding the health sector in Gaza: alternative humanitarian voices (Conflict and Health, (2024), 18, 1, (42), 10.1186/s13031-024-00599-0)",Conflict and Health,10.1186/s13031-024-00602-8,18,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': ""Centre D'études Humanitaires Genève"", 'affiliation-city': 'Geneva', 'affiliation-country': 'Switzerland'}]",-0.1234553128007165,,Switzerland,2024,12
SOCI,Jancewicz B.,A thermosurvey dataset: Older adults’ experiences and adaptation to urban heat and climate change,Scientific Data,10.1038/s41597-024-03509-4,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'University of Warsaw', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}]",-0.1234553128007165,University of Warsaw,Poland,2024,12
SOCI,Sarwari K.,"Examining the roles of spiritual motivation, religiosity, and L2 WTC in English",Asian-Pacific Journal of Second and Foreign Language Education,10.1186/s40862-024-00285-x,9,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Ferdowsi University of Mashhad', 'affiliation-city': 'Mashhad', 'affiliation-country': 'Iran'}]",-0.1234553128007165,Ferdowsi University of Mashhad,Iran,2024,12
SOCI,Ngongo C.J.,Equivalence between physicians and associate clinicians in the frequency of iatrogenic urogenital fistula following cesarean section in Tanzania and Malawi,Human Resources for Health,10.1186/s12960-024-00927-8,22,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'RTI International', 'affiliation-city': 'Research Triangle Park', 'affiliation-country': 'United States'}]",-0.1234553128007165,RTI International,United States,2024,12
SOCI,Ngo T.D.,An EEG &amp; eye-tracking dataset of ALS patients &amp; healthy people during eye-tracking-based spelling system usage,Scientific Data,10.1038/s41597-024-03501-y,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Vietnam National University, Hanoi', 'affiliation-city': 'Hanoi', 'affiliation-country': 'Viet Nam'}]",-0.1234553128007165,"Vietnam National University, Hanoi",Viet Nam,2024,12
SOCI,Nguyen T.H.,Multi-year aboveground data of minirhizotron facilities in Selhausen,Scientific Data,10.1038/s41597-024-03535-2,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Universität Bonn', 'affiliation-city': 'Bonn', 'affiliation-country': 'Germany'}]",-0.1234553128007165,Universität Bonn,Germany,2024,12
SOCI,Meziani R.,A qualitative approach in comparing six cities toward a resilient response plan: COVID-19 and inequalities,"City, Territory and Architecture",10.1186/s40410-024-00237-5,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Abu Dhabi University', 'affiliation-city': 'Abu Dhabi', 'affiliation-country': 'United Arab Emirates'}]",-0.1234553128007165,Abu Dhabi University,United Arab Emirates,2024,12
SOCI,Zhao Y.,Integrating Iso-seq and RNA-seq data for the reannotation of the greater amberjack genome,Scientific Data,10.1038/s41597-024-03495-7,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Institute of Hydrobiology, Chinese Academy of Sciences', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",-0.1234553128007165,"Institute of Hydrobiology, Chinese Academy of Sciences",China,2024,12
SOCI,Liu Y.,The impact of digital transformation on the quality and safety level of agricultural exports: evidence from Chinese listed companies,Humanities and Social Sciences Communications,10.1057/s41599-024-03321-w,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'ECUST School of Business', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,ECUST School of Business,China,2024,12
SOCI,Ortega S.,Histological Hyperspectral Glioblastoma Dataset (HistologyHSI-GB),Scientific Data,10.1038/s41597-024-03510-x,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'NOFIMA', 'affiliation-city': 'As', 'affiliation-country': 'Norway'}, {'@_fa': 'true', 'affilname': 'UiT Norges Arktiske Universitet', 'affiliation-city': 'Tromso', 'affiliation-country': 'Norway'}, {'@_fa': 'true', 'affilname': 'Universidad de Las Palmas de Gran Canaria', 'affiliation-city': 'Las Palmas de Gran Canaria', 'affiliation-country': 'Spain'}]",-0.1234553128007165,NOFIMA,Norway,2024,12
SOCI,Lim L.,"INSPIRE, a publicly available research dataset for perioperative medicine",Scientific Data,10.1038/s41597-024-03517-4,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Seoul National University College of Medicine', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",-0.1234553128007165,Seoul National University College of Medicine,South Korea,2024,12
SOCI,Lamer K.,Spatially distributed atmospheric boundary layer properties in Houston – A value-added observational dataset,Scientific Data,10.1038/s41597-024-03477-9,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Brookhaven National Laboratory', 'affiliation-city': 'Upton', 'affiliation-country': 'United States'}]",-0.1234553128007165,Brookhaven National Laboratory,United States,2024,12
SOCI,Li H.,Transitioning to low-carbon agriculture: the non-linear role of digital inclusive finance in China’s agricultural carbon emissions,Humanities and Social Sciences Communications,10.1057/s41599-024-03354-1,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Ocean University of China', 'affiliation-city': 'Qingdao', 'affiliation-country': 'China'}]",-0.1234553128007165,Ocean University of China,China,2024,12
SOCI,Heleno R.,"O armário: Fruiting phenology data for 4,462 plant taxa in Portugal (1926–2013)",Scientific Data,10.1038/s41597-024-03520-9,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'University of Coimbra, Centre for Functional Ecology', 'affiliation-city': 'Coimbra', 'affiliation-country': 'Portugal'}]",-0.1234553128007165,"University of Coimbra, Centre for Functional Ecology",Portugal,2024,12
SOCI,Turner J.,The application for innovative methods and materials for greater sustainability in residential buildings in the UK: “a bibliometric review”,Discover Sustainability,10.1007/s43621-024-00329-9,5,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Faculty of Science and Engineering', 'affiliation-city': 'Wolverhampton', 'affiliation-country': 'United Kingdom'}]",-0.1234553128007165,Faculty of Science and Engineering,United Kingdom,2024,12
PSYC,Arslan S.,Limitations during processing of variable reflexive anaphors and overt/null object pronouns in Turkish aphasia revealed by eye-tracking during listening studies,Journal of Neurolinguistics,10.1016/j.jneuroling.2024.101221,73,,,2025-02-01,"[{'@_fa': 'true', 'affilname': ""Université Côte d'Azur"", 'affiliation-city': 'Nice', 'affiliation-country': 'France'}]",-0.1234553128007165,,France,2025,2
PSYC,Almaatouq A.,Beyond playing 20 questions with nature: Integrative experiment design in the social and behavioral sciences,Behavioral and Brain Sciences,10.1017/S0140525X22002874,47,,,2024-12-21,"[{'@_fa': 'true', 'affilname': 'MIT Sloan School of Management', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United States'}]",17.83368109457623,MIT Sloan School of Management,United States,2024,12
PSYC,Glowacki L.,The evolution of peace,Behavioral and Brain Sciences,10.1017/S0140525X22002862,47,,,2024-12-16,"[{'@_fa': 'true', 'affilname': 'College of Arts &amp; Sciences', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}]",11.099754941809875,College of Arts &amp; Sciences,United States,2024,12
PSYC,Kooptiwoot S.,Application of regression decision tree and machine learning algorithms to examine students’ online learning preferences during COVID-19 pandemic,International Journal of Education and Practice,10.18488/61.v12i1.3619,12,1,82-94,2024-12-12,"[{'@_fa': 'true', 'affilname': 'Suan Sunandha Rajabhat University', 'affiliation-city': 'Bangkok', 'affiliation-country': 'Thailand'}]",-0.1234553128007165,Suan Sunandha Rajabhat University,Thailand,2024,12
PSYC,Pepito J.,Impact of multitasking on teachers’ performance in public elementary schools,International Journal of Education and Practice,10.18488/61.v12i1.3587,12,1,38-53,2024-12-12,"[{'@_fa': 'true', 'affilname': 'Cebu Technological University', 'affiliation-city': 'Cebu', 'affiliation-country': 'Philippines'}]",-0.1234553128007165,Cebu Technological University,Philippines,2024,12
PSYC,McCool W.C.,US homicide rates increase when resources are scarce and unequally distributed,Evolutionary Human Sciences,10.1017/ehs.2023.31,6,,,2024-12-11,"[{'@_fa': 'true', 'affilname': 'University of Utah School of Medicine', 'affiliation-city': 'Salt Lake City', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'University of Utah, College of Social and Behavioral Science', 'affiliation-city': 'Salt Lake City', 'affiliation-country': 'United States'}]",-0.1234553128007165,University of Utah School of Medicine,United States,2024,12
PSYC,Mace R.,The world has gone mad,Evolutionary Human Sciences,10.1017/ehs.2023.32,6,,,2024-12-11,"[{'@_fa': 'true', 'affilname': 'University College London', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}]",-0.1234553128007165,University College London,United Kingdom,2024,12
PSYC,Cruciani G.,"Parental Burnout, Coparenting, and Internalized Sexual Stigma During COVID-19 in Parents With Minoritized Sexual Identities",Journal of Family Psychology,10.1037/fam0001171,38,2,189-200,2024-12-07,"[{'@_fa': 'true', 'affilname': 'Sapienza Università di Roma', 'affiliation-city': 'Rome', 'affiliation-country': 'Italy'}]",-0.1234553128007165,Sapienza Università di Roma,Italy,2024,12
PSYC,Narayanasami S.,Disentangling the relationship between Big-Five personality characteristics and work engagement: Evidence from India,Environment and Social Psychology,10.54517/esp.v9i1.2124,9,1,,2024-12-06,"[{'@_fa': 'true', 'affilname': ""St. Joseph's College, Tiruchirappalli"", 'affiliation-city': 'Tiruchirappalli', 'affiliation-country': 'India'}]",-0.1234553128007165,,India,2024,12
PSYC,Burton M.J.,Supporting direct acting antiviral medication adherence and treatment completion in a sample of predominantly rural veterans with hepatitis C and substance use disorders,Addiction Science and Clinical Practice,10.1186/s13722-024-00480-8,19,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'University of Mississippi Medical Center', 'affiliation-city': 'Jackson', 'affiliation-country': 'United States'}]",-0.1234553128007165,University of Mississippi Medical Center,United States,2024,12
PSYC,Kappi A.A.,Effects of memory and attention on the association between video game addiction and cognitive/learning skills in children: mediational analysis,BMC Psychology,10.1186/s40359-024-01849-9,12,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Jazan University', 'affiliation-city': 'Jazan', 'affiliation-country': 'Saudi Arabia'}]",-0.1234553128007165,Jazan University,Saudi Arabia,2024,12
PSYC,Liu Y.,The impact of digital transformation on the quality and safety level of agricultural exports: evidence from Chinese listed companies,Humanities and Social Sciences Communications,10.1057/s41599-024-03321-w,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'ECUST School of Business', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,ECUST School of Business,China,2024,12
PSYC,Li H.,Transitioning to low-carbon agriculture: the non-linear role of digital inclusive finance in China’s agricultural carbon emissions,Humanities and Social Sciences Communications,10.1057/s41599-024-03354-1,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Ocean University of China', 'affiliation-city': 'Qingdao', 'affiliation-country': 'China'}]",-0.1234553128007165,Ocean University of China,China,2024,12
PSYC,Dong X.,Satisfying the multiple needs of older adults in rural China through the adaptation of dual polycentric systems,Humanities and Social Sciences Communications,10.1057/s41599-024-03301-0,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Changshu Institute of Technology', 'affiliation-city': 'Changshu', 'affiliation-country': 'China'}]",-0.1234553128007165,Changshu Institute of Technology,China,2024,12
PSYC,Chen S.,Dynamic analysis of the relationship between exchange rates and oil prices: a comparison between oil exporting and oil importing countries,Humanities and Social Sciences Communications,10.1057/s41599-024-03183-2,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Zhejiang Ocean University', 'affiliation-city': 'Zhoushan', 'affiliation-country': 'China'}]",-0.1234553128007165,Zhejiang Ocean University,China,2024,12
PSYC,Roubalová T.,Comparing the productive vocabularies of grey parrots (Psittacus erithacus) and young children,Animal Cognition,10.1007/s10071-024-01883-5,27,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Charles University', 'affiliation-city': 'Prague', 'affiliation-country': 'Czech Republic'}]",-0.1234553128007165,Charles University,Czech Republic,2024,12
PSYC,Huang P.,Challenging gender stereotypes: representations of gender through social interactions in English learning textbooks,Humanities and Social Sciences Communications,10.1057/s41599-024-03293-x,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Beijing Foreign Studies University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",-0.1234553128007165,Beijing Foreign Studies University,China,2024,12
PSYC,Zhu M.,Impact of COVID-19 on jump occurrence in capital markets,Humanities and Social Sciences Communications,10.1057/s41599-024-03357-y,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Shanghai Normal University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,Shanghai Normal University,China,2024,12
PSYC,Lertsakulbunlue S.,Development of peer assessment rubrics in simulation-based learning for advanced cardiac life support skills among medical students,Advances in Simulation,10.1186/s41077-024-00301-7,9,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Phramongkutklao College of Medicine', 'affiliation-city': 'Bangkok', 'affiliation-country': 'Thailand'}]",-0.1234553128007165,Phramongkutklao College of Medicine,Thailand,2024,12
PSYC,Huguenin F.M.,Body image of university students: a systematic review of the characteristics of interventions,Psicologia: Reflexao e Critica,10.1186/s41155-024-00307-0,37,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Universidade Federal Rural do Rio de Janeiro', 'affiliation-city': 'Seropedica', 'affiliation-country': 'Brazil'}]",-0.1234553128007165,Universidade Federal Rural do Rio de Janeiro,Brazil,2024,12
PSYC,Chen H.,Gender politics and Victorian literary representation of the body: a distant reading of the body in Charles Dickens’s works,Humanities and Social Sciences Communications,10.1057/s41599-024-03366-x,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Huazhong University of Science and Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",-0.1234553128007165,Huazhong University of Science and Technology,China,2024,12
PSYC,Zhang Z.,The spatial spillover effect of financial growth on high-quality development: Evidence from Yellow River Basin in China,Humanities and Social Sciences Communications,10.1057/s41599-024-03358-x,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Lanzhou University', 'affiliation-city': 'Lanzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Cornell University', 'affiliation-city': 'Ithaca', 'affiliation-country': 'United States'}]",-0.1234553128007165,Lanzhou University,China,2024,12
PSYC,Arıkan F.,Body image and social appearance anxiety in patients with cancer undergoing radiotherapy: Across-sectional study,BMC Psychology,10.1186/s40359-024-01856-w,12,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Akdeniz Üniversitesi', 'affiliation-city': 'Antalya', 'affiliation-country': 'Turkey'}]",-0.1234553128007165,Akdeniz Üniversitesi,Turkey,2024,12
PSYC,Kartol A.,"Exploring the interplay of emotional intelligence, psychological resilience, perceived stress, and life satisfaction: A cross-sectional study in the Turkish context",BMC Psychology,10.1186/s40359-024-01860-0,12,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Trakya Üniversitesi', 'affiliation-city': 'Edirne', 'affiliation-country': 'Turkey'}]",-0.1234553128007165,Trakya Üniversitesi,Turkey,2024,12
PSYC,Chitpin J.,Languishing: Experiences of emerging adults in outpatient mental health care one year into the COVID-19 pandemic,Humanities and Social Sciences Communications,10.1057/s41599-024-03247-3,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Schulich School of Medicine &amp; Dentistry', 'affiliation-city': 'London', 'affiliation-country': 'Canada'}, {'@_fa': 'true', 'affilname': 'London Health Sciences Centre', 'affiliation-city': 'London', 'affiliation-country': 'Canada'}]",-0.1234553128007165,Schulich School of Medicine &amp; Dentistry,Canada,2024,12
PSYC,Weggeman M.,Using design science research to develop and validate the application of client-oriented psychological approaches illustrated by the design of a solution-focused approach,Methods in Psychology,10.1016/j.metip.2024.100151,11,,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Technische Universiteit Eindhoven', 'affiliation-city': 'Eindhoven', 'affiliation-country': 'Netherlands'}]",-0.1234553128007165,Technische Universiteit Eindhoven,Netherlands,2024,12
PSYC,Muslim N.,From the past to the present: the enduring impact of Hukum Kanun Pahang (Pahang Laws) in Malaysian society,Humanities and Social Sciences Communications,10.1057/s41599-024-03281-1,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Universiti Kebangsaan Malaysia', 'affiliation-city': 'Bangi', 'affiliation-country': 'Malaysia'}]",-0.1234553128007165,Universiti Kebangsaan Malaysia,Malaysia,2024,12
PSYC,Kaushik R.,Human development and disaster mortality: evidence from India,Humanities and Social Sciences Communications,10.1057/s41599-024-03353-2,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'FLAME University', 'affiliation-city': 'Pune', 'affiliation-country': 'India'}]",-0.1234553128007165,FLAME University,India,2024,12
PSYC,Martínez N.,Proneness to false memory generation predicts pseudoscientific belief endorsement,Cognitive Research: Principles and Implications,10.1186/s41235-024-00568-4,9,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Universitat de Barcelona', 'affiliation-city': 'Barcelona', 'affiliation-country': 'Spain'}]",-0.1234553128007165,Universitat de Barcelona,Spain,2024,12
PSYC,Yazew B.T.,Social structure and clan group networks of Afar pastorals along the Lower Awash Valley,Humanities and Social Sciences Communications,10.1057/s41599-024-03344-3,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Addis Ababa University', 'affiliation-city': 'Addis Ababa', 'affiliation-country': 'Ethiopia'}]",-0.1234553128007165,Addis Ababa University,Ethiopia,2024,12
PSYC,Armitt H.A.,"Reflections and practical tips from co-producing an intervention with neurodiverse children, their families, and professional stakeholders",Humanities and Social Sciences Communications,10.1057/s41599-024-03278-w,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Humber Teaching NHS Foundation Trust', 'affiliation-city': 'Willerby', 'affiliation-country': 'United Kingdom'}]",-0.1234553128007165,Humber Teaching NHS Foundation Trust,United Kingdom,2024,12
PSYC,Alshammari M.M.,Revolutionizing education: unleashing the power of social media in Saudi Arabian public universities,Humanities and Social Sciences Communications,10.1057/s41599-024-03313-w,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': ""University of Ha'il"", 'affiliation-city': 'Hail', 'affiliation-country': 'Saudi Arabia'}]",-0.1234553128007165,,Saudi Arabia,2024,12
PSYC,Yang Y.,"Green taxation, regional green development and innovation: Mechanisms of influence and policy optimization",Humanities and Social Sciences Communications,10.1057/s41599-024-03335-4,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Guangxi University of Science and Technology', 'affiliation-city': 'Liuzhou', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Research Center for High-Quality Industrial Development of Guangxi', 'affiliation-city': 'Liuzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,Guangxi University of Science and Technology,China,2024,12
PSYC,Koebe T.,Unveiling local patterns of child pornography consumption in France using Tor,Humanities and Social Sciences Communications,10.1057/s41599-024-03343-4,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Universität des Saarlandes', 'affiliation-city': 'Saarbrucken', 'affiliation-country': 'Germany'}]",-0.1234553128007165,Universität des Saarlandes,Germany,2024,12
PSYC,Sparby T.,Researching causal relationships from the first-person perspective. An Expansion of the micro-phenomenological method,New Ideas in Psychology,10.1016/j.newideapsych.2024.101105,75,,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Universität Witten/Herdecke', 'affiliation-city': 'Witten', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Rudolf Steiner University College', 'affiliation-city': 'Oslo', 'affiliation-country': 'Norway'}]",-0.1234553128007165,Universität Witten/Herdecke,Germany,2024,12
PSYC,Carfagno M.,Mediation role of interpersonal problems between insecure attachment and eating disorder psychopathology,Eating and Weight Disorders,10.1007/s40519-024-01673-5,29,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Università degli Studi della Campania Luigi Vanvitelli', 'affiliation-city': 'Naples', 'affiliation-country': 'Italy'}]",-0.1234553128007165,Università degli Studi della Campania Luigi Vanvitelli,Italy,2024,12
PSYC,Poškus M.S.,Testing the simple model of environmental citizenship in a sample of adolescents,Humanities and Social Sciences Communications,10.1057/s41599-024-03297-7,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Mykolas Romeris University', 'affiliation-city': 'Vilnius', 'affiliation-country': 'Lithuania'}]",-0.1234553128007165,Mykolas Romeris University,Lithuania,2024,12
PSYC,Xiao A.,Bridging the digital divide: the impact of technological innovation on income inequality and human interactions,Humanities and Social Sciences Communications,10.1057/s41599-024-03307-8,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Business School of Sichuan University', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",-0.1234553128007165,Business School of Sichuan University,China,2024,12
PSYC,Pilehvar A.A.,Advanced modeling of housing locations in the city of Tehran using machine learning and data mining techniques,Humanities and Social Sciences Communications,10.1057/s41599-024-03244-6,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'University of Bojnord, Iran', 'affiliation-city': 'Bojnord', 'affiliation-country': 'Iran'}]",-0.1234553128007165,"University of Bojnord, Iran",Iran,2024,12
PSYC,Fernando A.N.,The co-design and acceptability of a genital body image educational video for people with a penis,Body Image,10.1016/j.bodyim.2024.101751,51,,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Monash University', 'affiliation-city': 'Clayton', 'affiliation-country': 'Australia'}]",-0.1234553128007165,Monash University,Australia,2024,12
PSYC,Khan N.U.,Examining the dynamics of pro-social rule-breaking among grassroots public servants,Humanities and Social Sciences Communications,10.1057/s41599-024-03305-w,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Central South University', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}]",-0.1234553128007165,Central South University,China,2024,12
PSYC,Duodu P.A.,Exploration of family caregivers’ experiences on coping in dementia care in Ghana: a phenomenological study,BMC Psychology,10.1186/s40359-024-01862-y,12,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'University of Huddersfield', 'affiliation-city': 'Huddersfield', 'affiliation-country': 'United Kingdom'}]",-0.1234553128007165,University of Huddersfield,United Kingdom,2024,12
PSYC,Gu H.,Exploring the resilience development of secondary school English teacher-researchers: a Chinese case study,Humanities and Social Sciences Communications,10.1057/s41599-024-03346-1,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Soochow University', 'affiliation-city': 'Suzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,Soochow University,China,2024,12
PSYC,Cheng L.,Identifying stance in legislative discourse: a corpus-driven study of data protection laws,Humanities and Social Sciences Communications,10.1057/s41599-024-03322-9,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Zhejiang University Guanghua Law School', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,Zhejiang University Guanghua Law School,China,2024,12
PSYC,Yan X.,Sex differences in the prospective association of excessively long reaction times and hazardous cannabis use at six months,Addictive Behaviors Reports,10.1016/j.abrep.2024.100558,20,,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Pennsylvania State University', 'affiliation-city': 'University Park', 'affiliation-country': 'United States'}]",-0.1234553128007165,Pennsylvania State University,United States,2024,12
PSYC,Gu J.,Carbon emissions cap or energy technology subsidies? Exploring the carbon reduction policy based on a multi-technology sectoral DSGE model,Humanities and Social Sciences Communications,10.1057/s41599-024-03320-x,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Chongqing University', 'affiliation-city': 'Chongqing', 'affiliation-country': 'China'}]",-0.1234553128007165,Chongqing University,China,2024,12
PSYC,Hu J.,The influence of age at first regular digital device access on digital reading performance: the mediating effect of cognitive flexibility,Humanities and Social Sciences Communications,10.1057/s41599-024-03292-y,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'School of International Studies, Zhejiang University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,"School of International Studies, Zhejiang University",China,2024,12
PSYC,Wei Y.,How to improve tourists’ trust in official tourism destination websites in China—an empirical research based on CV and PASP,Humanities and Social Sciences Communications,10.1057/s41599-024-03263-3,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Zhongyuan University of Technology', 'affiliation-city': 'Zhengzhou', 'affiliation-country': 'China'}]",-0.1234553128007165,Zhongyuan University of Technology,China,2024,12
PSYC,Cui X.,Exploring the spatiotemporal evolution mechanism of rural e-commerce: insights from the experience of Taobao towns in China,Humanities and Social Sciences Communications,10.1057/s41599-024-03306-9,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Zhongnan University of Economics and Law', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",-0.1234553128007165,Zhongnan University of Economics and Law,China,2024,12
PSYC,Huang Z.,Fostering students’ geographical synthetic thinking using geographic subject mind maps,Humanities and Social Sciences Communications,10.1057/s41599-024-03312-x,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'East China Normal University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",-0.1234553128007165,East China Normal University,China,2024,12
PSYC,Bae C.,Wayfinding in pairs: comparing the planning and navigation performance of dyads and individuals in a real-world environment,Cognitive Research: Principles and Implications,10.1186/s41235-024-00563-9,9,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Center for Spatial Data Science', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'University of California, Santa Barbara', 'affiliation-city': 'Santa Barbara', 'affiliation-country': 'United States'}]",-0.1234553128007165,Center for Spatial Data Science,United States,2024,12
PSYC,Al-Hattami H.M.,What factors influence the intention to adopt blockchain technology in accounting education?,Humanities and Social Sciences Communications,10.1057/s41599-024-03315-8,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'A’Sharqiyah University', 'affiliation-city': 'Ibra', 'affiliation-country': 'Oman'}, {'@_fa': 'true', 'affilname': 'Hodeida University', 'affiliation-city': 'Al Hudaydah', 'affiliation-country': 'Yemen'}]",-0.1234553128007165,A’Sharqiyah University,Oman,2024,12
PSYC,Liu Q.,Data selection and collection for constructing investor sentiment from social media,Humanities and Social Sciences Communications,10.1057/s41599-024-03316-7,11,1,,2024-12-01,"[{'@_fa': 'true', 'affilname': 'Huainan Normal University', 'affiliation-city': 'Huainan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Pukyong National University', 'affiliation-city': 'Busan', 'affiliation-country': 'South Korea'}]",-0.1234553128007165,Huainan Normal University,China,2024,12
